"yine";"spanish";"source";"suspect_reason"
"Wane chinruna yimaklene, ""Petanu. Xani pgujetanuwaka pchina yanumsaleta. Gi satuna yapkaklu pchina.";"Sus discípulos dijeron: Ahora estás hablando claramente sin hacer comparaciones.";"bible";"unbalanced_quotes"
"Rugitna Geso, ""¿Xawakni galixge?";"Jesús respondió: ¿Tienen fe ahora?";"bible";"unbalanced_quotes"
"Tyekaka wane china Geso. Teno yigata. Wane china, ""Nuru, nopapko gapokatka. Puturu gimalwutikolupa Pixa chinanu, wa Pixa koxa gimalwutikolupa Puturu chinanu.";"Jesús dijo estas cosas; luego, levantando sus ojos al cielo, dijo: Padre, el tiempo ha llegado; da gloria a tu Hijo, para que el Hijo te glorifique;";"bible";"unbalanced_quotes"
"Geso gigitlu, ""Pgujetanuwaka potu nchina yanumsayegletna psolchijneko gajene. Gita ginkaklewjeta ginkaklewwakapjiya, wa rapatjejetyawakna pejnuruneko Goteyone. Gi wa yogimawakako nunkaklewatya.";"Jesús respondió: Dije cosas abiertamente al mundo en todo tiempo; He dado mis enseñanzas en las sinagogas y en el templo al que todos los judíos vienen; y no he dicho nada en secreto.";"bible";"unbalanced_quotes"
"Pilato wane chinru, ""¿Klunerni wa galikakpotunanu?"" Wa wane chininitka rushpakatnaka Goteyone yegi. Wane chinna, ""Gi satuna nukshikyalu ruklukanuwninri.";"Pilato le dijo: ¿Verdad? ¿Que es verdad? Habiendo dicho esto, salió de nuevo a los judíos y les dijo: ""No veo nada mal en él"".";"bible";"unbalanced_quotes"
"Wane chininitka, runnipgyayegitna. Wane chinna, ""Gyoptotanru Giwekikaluru Kpashiri.";"Y cuando hubo dicho esto, sopló sobre ellos, les dijo: Reciban el Espíritu Santo.";"bible";"unbalanced_quotes"
"Mapa kata chininri wane chinru, ""Simo, Gonasu wgene, ¿Gi ge palukno?"" Wamontaklu Petro wa mapa kata chininri wane chinru, ""¿Gi ge palukno?"" Wane chinru, ""Gitsrukaachi, Psoluko pumata. Pixa gimata nalukyayi."" Wane chinru Geso, ""Peneka nikletanna nowegatene.";"Le dijo por tercera vez: Simón, hijo de Juan, ¿me quieres? Ahora Pedro estaba preocupado en su corazón porque hizo la pregunta por tercera vez. ¿Soy querido para ti? Y él le dijo: Señor, tú tienes conocimiento de todas las cosas; tu sabes que eres querido por mí. Jesús le dijo: Entonces dale de comer a mis ovejas.";"bible";"unbalanced_quotes"
"Wale wane chinna, ""Gi gimkata gimatletlu walegognekaka, gi wa gipapkoko wa Girchi gitakanru Waleko girukotyaplu.";"Y les dijo: No les toca a ustedes conocer el tiempo y el orden de los acontecimientos que el Padre ha conservado bajo su control.";"bible";"unbalanced_quotes"
"Ragjigognetna. Wane chinna, ""Gitsrukaachi, Pixni pejnurune gimatgajitachriyi. Pekakgitanwu girni ptsomita wa nyi gepi.";"Y ellos hicieron oraciones y dijeron: Señor, tú que tienes conocimiento de los corazones de todos los hombres, aclara cuál de estos dos ha sido marcado por ti,";"bible";"unbalanced_quotes"
"Rumyekna. Ruglajitna. Wane chinna, ""Getanna. ¿Gi ge Kalile gajenni wa nyi pejnuruneko yanumsatachine?";"Y estaban llenos de asombro, y dijeron: ¿No son todos estos hombres galileos?";"bible";"unbalanced_quotes"
"Giyagni Petro tunwata wa pamole satupjeneyma. Gichko tokanru runkaklewyegitna. Wane chinna, ""Jejine, Goteyone, ga wa pejnuruneko Gerosale gwachingi, gimatanru tye. Gyijnakotokanutanno.";"Pero Pedro, levantándose con los once, dijo en voz alta: Varones de Judea, y todos los que viven en Jerusalén, tomen nota de esto y presten atención a mis palabras.";"bible";"unbalanced_quotes"
"Ga wa Petro wane chinna, ""Genshinikanutanu. Gkatikolupa wa gixa satkakgi Geso Kristo giwakaya, gkaspukmukochiretikolupa. Gyoptotanru Giwekikaluru Kpashiri geneekaluru.";"Y Pedro dijo: Arrepiéntanse, cada uno de ustedes, y bautícese en el nombre de Jesucristo, para el perdón de sus pecados; y se les dará el Espíritu Santo.";"bible";"unbalanced_quotes"
"Petro getlu. Wane chinna yine, ""Jejine, Gisrayiline, ¿gi gixge giglajita wa tyeya? ¿Klu chinanu gyopukgapotutwu, wixako wuyaklepgutlege, wixako wupashirenupgutlege wyankakyalu wa tye?";"Y cuando Pedro lo vio, dijo al pueblo: Ustedes, hombres de Israel, ¿por qué están tan sorprendidos de este hombre? ¿o por qué nos miran como si por nuestro poder o virtud le hubiéramos dado el uso de sus piernas?";"bible";"unbalanced_quotes"
"Gi rixanu Moysisi wane china, 'Gitsrukaachi Goyakalute gipgujewnakakyegitangi Tokanchi Geneklewatachri satu gimolepa gita pixka. Wale gyijnakotanu pejnurkakako Wale ginkakangi.";"Porque Moisés dijo a sus antepasados: Él Señor les dará un profeta de tu pueblo, como yo; Darás oído a todo lo que te diga.";"bible";"unbalanced_quotes"
"Wane rixanu: Girukokta yineru gi yijnakotanru Wale Tokanchi Geneklewatachri, nikatkalurupni yinyegiya.'";"Y toda alma que no preste atención a ese profeta, será cortada de entre la gente.";"bible";"unbalanced_quotes"
"Giyagni Petro Giwekikaluru Kpashiri gwagajitanru potu wane chinna, ""Yine gitsrukatengi ga wa Gisrayiline tsrutengi,";"Entonces Pedro, lleno del Espíritu Santo, les dijo: Oh gobernantes del pueblo y hombres de autoridad,";"bible";"unbalanced_quotes"
"Wane chinkakna, ""¿Gi wixanutkana wa nyi jejine? Gi rixanu getkaluru pgujetanuru kamrutkaluru wannaya. Pejnuruneko Gerosale gwachine yegi rumatika. Gi wumkata ginutletlu.";"Diciendo: ¿Qué vamos a hacer con estos hombres? Ciertamente, para todos los que viven en Jerusalén es claro que han hecho un milagro muy importante, y no es posible decir que no es así.";"bible";"unbalanced_quotes"
"Wa Petro ga wa Gwa gigitna. Wane chinna, ""Gitakyagokanru poyagkakachri chininipa Goyakalu getanu, wa Goyakalu pnute gyijnakotko gixa.";"Pero Pedro y Juan, en respuesta, les dijeron"" Juzguen ustedes si es correcto a los ojos de Dios obedecerlos a ustedes antes que a Dios"".";"bible";"unbalanced_quotes"
"Rali yijnakletinitkana, panshinikanurune muchkowtokanutna. Wane chinruna Goyakalu, ""Gitsrukaachi potu, Pixni wa Goyakalyi, wa tengogne kamrutachriyi, ga wa chiji, ga wa tsru wenu, ga wa ptowrunanuka wanerutu kamrutachriyi.";"Y oyéndolo, todos ellos con una sola voz, oraron a Dios, y dijeron: Oh Señor, hacedor del cielo y de la tierra, y del mar, y de todas las cosas en ellos.";"bible";"unbalanced_quotes"
"Petro wane china, ""Ganani, ¿klu chinanu Satanasyo tsepotgajityi pyokwitmaklu Giwekikaluru Kpashiri, pkotnukyalu puchijne wenru?";"Pero Pedro dijo: Ananías, ¿por qué el Maligno ha puesto en tu corazón mentir al Espíritu Santo, y retener parte del precio de la tierra?";"bible";"unbalanced_quotes"
"Rugitna Petro ga wa pimrine Geso yokanatanune. Wane chinna, ""Gi wa yine gimkata galixkota. Goyakalu galikakni.";"Pero Pedro y los Apóstoles, respondiendo, dijeron: Tenemos que obedecer las órdenes de Dios, no las de los hombres.";"bible";"unbalanced_quotes"
"Wa Goyakalunu chininipa gi gimkata nikatletanru, gma mukshikikotupa Goyakalu gyagotinri."" Wane rixa gishinikanutletna Kamalye.";"Pero si es de Dios, no serán capaces de vencerlos, y estás en peligro de estar luchando contra Dios.";"bible";"unbalanced_quotes"
"Giyagni wa pamole gepine rapatkakna gixolune yimaklene. Wane chinna, ""Gi kigleru wa wixa giknokamtyalu Goyakalu tokanu wkamrurewatinripa wa nikikowaka chinanu.";"Y los Apóstoles enviaron a todos los discípulos y dijeron: No es correcto que renunciemos a predicar la palabra de Dios para hacer la distribución de los alimentos.";"bible";"unbalanced_quotes"
"Tunwakaakana gipgujtalewashatachine kayroklewaklerune. Wane chinna, ""Tye jeji gi wa kaspuka gapatletlu tye kpashiwaka ga wa Tokanchi Yokanatkaluru.";"y obtuvieron falsos testigos que dijeron: Este hombre está por siempre diciendo cosas contra este lugar santo y contra la ley;";"bible";"unbalanced_quotes"
"Wale wane china, ""Jejine, nomolene, ga wa tsrune, Gyijnakotanu. Goyakalu gimalwutkaluru gipgujewnayegitlu wutsrukatni Gawrani. Mesopotami rawanatini. Chara mawakanniwa.";"Y él dijo: Mis hermanos y padres, escúchenme. El Dios de la gloria vino a nuestro padre Abraham, cuando estaba en Mesopotamia, antes de vivir en Harán,";"bible";"unbalanced_quotes"
"Giyagni rumwastsitanru yenetachri satkaklu. Wane china, '¿Katu gitakyi wutsrukate ga wa wuklukanuwnayegjixjeru pixinripa?";"Pero el hombre que estaba haciendo mal a su prójimo, empujo a Moisés, le dijo: ¿Quién te nombró gobernante y juez sobre nosotros?";"bible";"unbalanced_quotes"
"¿Paluka giylaletno kapetgogne puylatanruna pixka Gigipto gajerni pixka?'";"¿Me matarás como lo hiciste con el egipcio ayer?";"bible";"unbalanced_quotes"
"'Gitni putsrukatenni Goyakalutno, Gawra Goyakalute, ga wa Gisaaka Goyakalute, ga wa Gakowo Goyakalute.' ""Rutatatana pikle Moysisi. Gi rumkata getleta.";"Yo soy el Dios de tus padres, el Dios de Abraham y de Isaac y de Jacob Y Moisés, temblando de miedo, evitó que sus ojos lo miraran.";"bible";"unbalanced_quotes"
"Wane chinru Gitsrukaachi, 'Pkoshpakanro pyoshmaklejixi. Gi rixanu kpashiwakchijne ptunwatyawaka.";"Y el Señor dijo: Quítate los zapatos de tus pies, porque el lugar donde estás es santo.";"bible";"unbalanced_quotes"
"Netpotutlu nayinerutene Gigipto gwachine ma yigleko ma metikolna. Nyijnakotlu wanna gochgire. Nujruka nkoshpakyapna. Punanu wa xani. Gigipto nyokanatanyi.'";"En verdad, he visto el sufrimiento de mi pueblo en Egipto, y sus clamores han venido a mis oídos, y he descendido para librarlos; y ahora, ven, te enviaré a Egipto.";"bible";"unbalanced_quotes"
"Giyagni Goyakalu katjitna. Samyokna gixolurkaka tengogne gajerkaka yonogyegityapna. Wa tokanchi geneklewatachine kirukate chinyongatyawaka: Gisrayiliklopishangi, ¿Ganikyegitnoge Gita giylatkalunepa ga wa genekashlukaka giylatkalurupa wa gepkoxamkojmole walapu wa yineru mwiyawakanuya?";"Pero Dios se apartó de ellos y rindieron culto a las estrellas del cielo, como está escrito en el libro de los profetas: ""Me hiciste ofrendas de ovejas y bueyes durante cuarenta años en el desierto, oh casa de Israel?";"bible";"unbalanced_quotes"
"'Tengognenwa ntuplapijere. Chijni wa nutspanjixgapre. ¿Gi pixkapjirutu gkamrutinno?' china Gitsrukaachi. '¿Ga wa ginakapni wa napnanutyawakapa?";"el cielo es la sede de mi poder, y la tierra es un lugar de descanso para mis pies: ¿qué tipo de casa me edificarán ? dice el Señor, ¿o cuál es mi lugar de descanso?";"bible";"unbalanced_quotes"
"¿Gi ge nomyo nkamrutyalu pejnurkakako tyekaka?'";"¿No hizo mi mano todas estas cosas?";"bible";"unbalanced_quotes"
"Giyagni Petro wane chinru, ""Pixaymaplo pserojiprojite gamgikowaka, gi rixanu pkagwaklu Goyakalu genekashle sroschi yoptotikalurni.";"Pero Pedro dijo: Que tu dinero venga a la destrucción contigo, porque tuviste la idea de que lo que se da gratuitamente por Dios puede obtenerse por un precio.";"bible";"unbalanced_quotes"
"Wane china, ""¿Katyi Pixa, Gitsrukaachi?"" Wane chinru, ""Gitni Geso, wa pixa kojwakanruno.";"Y él dijo: temblando y temeroso ¿Quién eres tú, Señor? Y él dijo: Yo soy Jesús, a quien estás atacando:";"bible";"unbalanced_quotes"
"Gitsrukaachi wane chinru, ""Palnanu. Gatnugapo pyanu, Potukgapolu chinkaluru. Gotapji pujginri satu Sawolo giwakatletachri, Tarso gajeru. Gi rixanu wale gagjigogneta.";"Y el Señor le dijo: Levántate, y ve a la calle que se llama Derecha, y busca en la casa de Judas a uno llamado Saulo de Tarso; porque él está en oración;";"bible";"unbalanced_quotes"
"Giyagni Ganani gigitlu Gitsrukaachi, ""Nutsrukate, gi gepika yine njempiranyegityalu tye jeji, gi pejnunanukta gektutu kamrutyana Pixanune kpashirine Gerosale gajene.";"Pero Ananías dijo: Señor, he tenido relatos de varias personas acerca de este hombre, cuánto mal ha hecho a tus santos en Jerusalén.";"bible";"unbalanced_quotes"
"Gitsrukaachi wane chinru, ""Wane pyanu. Gi rixanu walenwa nkamrurewapre ntsomitinri, ngiwaka ranikinripa payinyegiya, ga wa pogirchinyegiya, ga wa Gisrayiliklopishanyegiya.";"Pero el Señor dijo: ve, no temas; porque él es instrumento escogido para mí, para dar a los gentiles, a los reyes, a los hijos de Israel el conocimiento de mi nombre;";"bible";"unbalanced_quotes"
"Retpotutlu. Pikanatka. Wane china, ""¿Klunerni, Gitsrukaachi?"" Wane chinru, ""Pagjigognere ga wa petwamonrekaka Goyakalu getanu rushinikikolpatka.";"Y mirando él con temor, dijo: ¿Qué es esto, Señor? Y él le dijo: Tus oraciones y tus ofrendas han llegado a Dios, y él las ha tenido en cuenta.";"bible";"unbalanced_quotes"
"Wa Simopji rawanata, kyoshmomtakleru. Tsru wenustsi gwapjitachri,"" china.";"que vive con Simón, un trabajador de cuero, cuya casa está junto al mar.";"bible";"unbalanced_quotes"
"Wane chinna wale, ""Gixa gimatlu ginanshichkaluru satu jeji Goteyo gipxaletyaplu payineru, yayegityaplu. Ga wa Goyakalu gekakgitno gi satuna yineru gimuteru, kapcholu chinkalurupa.";"Y él les dijo: Ustedes mismos saben que es ilegal que un hombre judío esté en compañía de alguien que es de otra nación; pero Dios me ha aclarado que ningún hombre puede ser considerado común o inmundo:";"bible";"unbalanced_quotes"
"Kornelyo wane china, ""Gepkoxamkojegognetkani xanipapko nogajirewanata. Kayinwakpapko nagjigognenata nopjiya. Netlu satu jeji. Tunwaginapletno. Katajimkalu.";"Y Cornelio dijo: Hace cuatro días estuve en mi casa a esta hora estaba en ayunas, mientras oraba en mi casa en la hora novena; y vi delante de mí a un hombre con ropa resplandeciente,";"bible";"unbalanced_quotes"
"Wane china, 'Kornelyo, pagjigognere jemkalurni, ga wa petwamonre gishiniikalurni Goyakalu getanu.";"que dijo: Cornelio, tu oración ha llegado a los oídos de Dios, y tus ofrendas se guardan en su memoria.";"bible";"unbalanced_quotes"
"Giyagni Gope pyokanrewatanu,' chinno. 'Pepukanru satu Simo, Petro yokletgiwakatletachri. Simopji rawanata, kyoshmomtaklerupji, tsru wenustsi gwapjitachri.'";"Envía, pues, a Jope, y haz que Simón, llamado Pedro, venga a ti; él vive en la casa de Simón, un trabajador de cuero, junto al mar.";"bible";"unbalanced_quotes"
"Giyagni Petro yanumata. Wane china, ""Galikakni numatjematkalu gi wa manewle giglenu chinanu yoptotyaplu Goyakalu wa yineru.";"Entonces Pedro dijo: En verdad, veo claramente que Dios no hace acepción de personas.";"bible";"unbalanced_quotes"
"Wane chinru, ""Psolpotuyako kyokwirewakleryi, mshinikanutyi. Tsru kamchi wgenyi. Poyagkaklewlu gayegixachriyi. ¡Wuya! ¡Pkaspuka yoliwgapkakletanmaklu potukgapolu Gitsrukaachinu!";"¡Oh tú, que estás lleno de engaños y maldad, un hijo del diablo, que odia todo lo bueno, ¿por siempre estarás desviando a las personas de los caminos correctos del Señor?";"bible";"unbalanced_quotes"
"Ga wa xani, Gitsrukaachimyo pixa yegi rapoka. Metashatkatunapyi. Gowukshinina gi petlewatanuna tkachi."" Waneklu rapyegitanatkalu yachgapere pixkalutu ga wa mapshagalu. Sajrurunatanatka. Rujgalu kanjitjerupa.";"Y ahora, mira, la mano del Señor está contra ti, y estarás ciego y no podrás ver el sol por un tiempo. Y de inmediato, una bruma oscura cayó sobre él; y buscó a alguien que lo llevara de la mano porque estaba ciego.";"bible";"unbalanced_quotes"
"Giyagni Pawlo palna. Yotukamyoyegitna pochke rixinripna. Wane china, ""Jejine, Gisrayiline, wa Goyakalu pikachine, gyijnakotanu.";"Entonces Pablo, levantándose y haciendo una señal con su mano, dijo: Varones de Israel, y ustedes que temen a Dios, escuchen.";"bible";"unbalanced_quotes"
"Giyagni Pawlo ga wa Wirnawisi pgujetanuwaka china ginkakletna. Wane chinna, ""Gixa muchinanu gapka wumkata ginkakleta Goyakalu tokanu. Seyni gi rixanu gixa giknoklu, ga wa gitakyagoknawa gi wa gimuknuni gyoptotyalu giwekinri mnikawnakatu, xanipatka pnuko gayanutka payine yegi.";"Entonces Pablo y Bernabé, sin temor, dijeron: Era necesario que la palabra de Dios les fuera dada primero, ustedes que son judíos; pero debido a que ustedes lo rechazan, y no se consideran dignos de la vida eterna, ahora se le ofrecerá a los gentiles.";"bible";"unbalanced_quotes"
"Wane chinna, ""Jejine, ¿klu chinanu wane gixa? Yinkoxwu wixa. Gixa pixka geta salewnaletachinwu. Kiglerpotunanu Tokanchi wunkakleta gkashrijetikolupa tyekaka gike gaprimigjeya. Goyakalu giwekachrinunepgi. Tengogne kamrutachri, ga wa chiji, ga wa tsru wenu, ga wa ptowrunanuka wanerutu kamrutachri.";"Señores porque hacen esto? ¿por qué haces estas cosas? Somos hombres con los mismos sentimientos que ustedes, y les damos las buenas noticias para que puedas ser apartados de estas tonterías ante el Dios viviente, que hizo el cielo y la tierra y el mar y todas las cosas en ellos;";"bible";"unbalanced_quotes"
"Tsru gepomsakaklu wane chininitka, palna Petro. Wane chinna, ""Jejine, nomolene, gixa gimatlu wa muchikawako Goyakalu tsomitno gita tokanuya wa payine yijnakotyaplu Kiglerpotunanu Tokanchi, ralixinripna.";"Y cuando hubo mucha discusión, Pedro se levantó y les dijo: ""Hermanos míos, saben que hace algún tiempo Dios escogió que por mi boca se dieran las buenas nuevas a los gentiles y creyesen.";"bible";"unbalanced_quotes"
"Girukotlewatachine yegi rutaakoklunutkana. Twayegitanune wane china, ""Nyi jejine Goteyoneko. Tsru kojwaklu rixpokchitwuna.";"Y cuando los tomaron delante de las autoridades, dijeron: Estos hombres, que son judíos, están perturbando mucho a nuestra ciudad;";"bible";"unbalanced_quotes"
"Gi wa rukshiikana. Gasni kostapna, ga wa pimrine moletkakachine koxa. Pokchi girukotlewatachine yegi raniikana. Wane china sapletna, ""Nyi psolchijne gajeneko komyekanshinikanutachine gewi koxa runna.";"Y como no pudieron alcanzarlos, tomaron por la fuerza a Jasón y algunos de los hermanos, a los príncipes de la ciudad, y gritaron: Estos hombres, que han causado problemas en todo el mundo, han venido ahora aquí;";"bible";"unbalanced_quotes"
"Kashichanruna. Gareyo Magkate ranikluna. Wane chinna, ""¿Gi ge wumkata gimatletlu tye gerotu ginkaklewlu, wa pixa ginkakletanru?";"Y lo llevaron al Areópago, diciendo: ¿Podrías aclararnos cuál es esta nueva enseñanza tuya?";"bible";"unbalanced_quotes"
"Gareyo Magkate ganikajite tunwata Pawlo. Wane china, ""Jejine, Gatena gajene, psoluyako netgi yonogyegjeshpotutachingi.";"Y Pablo se puso de pie en el Areópago y dijo: ¡Oh, hombres de Atenas, veo que ustedes son demasiado religiosos!";"bible";"unbalanced_quotes"
"Gi rixanu wa nuknogamtini, netlu gyonogyegjetanrukaka. Netkoxlu satu genekashatikwakakwa, wane china yongatyawaka: Goyakalu Mumatkotu Chinanu. ""Giyagni wa Wale wa gixa yonogyegitanru gma mumatanutuko, Wale nunkakletyegitangi.";"Porque cuando pasé, estaba mirando las cosas a las que alabas, y vi un altar con esta escritura en él, PARA ÉL DIOS NO CONOCIDO. Ahora, lo que ustedes, sin conocimiento, rinden culto, yo les hablo.";"bible";"unbalanced_quotes"
"Giyagni Gitsrukaachi wane chinru goyechno Pawlo kaygawleya, ""Gi pikanu. Seyni punkaklewatanu. Gi wa pochkepyi.";"Y el Señor dijo a Pablo en la noche, en visión: No temas y sigue predicando:";"bible";"unbalanced_quotes"
"Yanumatkastsini Pawlo, Kalyo wane chinna Goteyone, ""Satu mpoyagkaakatumka ga wa yokwirumka mugletu rixinri, numkata yijnakletanmakgi, Goteyone.";"Pero cuando Pablo estaba a punto de decir algo, Galion le dijo a los judíos: si esto tenía que ver con la maldad o el crimen, habría una razón para que yo les diera una audiencia:";"bible";"unbalanced_quotes"
"Wale gapatjekakna kamrurewaklerune waleko kamrurchi kamrujetachine. Wane chinna, ""Gixa gimatlu tye kamrurchi chinanu waneywu wponikowle.";"A quien se unió, con otros obreros del mismo oficio, y les dijo: Hombres, está claro que de este negocio obtenemos nuestra riqueza.";"bible";"unbalanced_quotes"
"Giyagni wa yonchikgapri kochrokatkana. Wane china, ""Jejine, Gigwiso gajene, ¿girni wa jeji mumatkatu wa Gigwiso Pokchi gajene kpashiwakapji girukotachine wa tsro Tiyanapji, ga wa Gopite gijrukyachro.";"Y cuando el secretario en jefe hizo callar a la gente, dijo: Hombres de Efeso, ¿hay algún hombre sin conocimiento de que la ciudad de Efeso es el guardián del lugar santo de la gran Diana, que fue enviada desde Júpiter?";"bible";"unbalanced_quotes"
"-41 Gi rixanu gimkata tomgakota gixa yagotkakluyapa xawakni chinanu. Gi rixanu gike chinanni wugityaplu tye potowurushatyawakapirana."" Wane chininitka, yokanatatkana gapatachine.";"Porque, verdaderamente, corremos el peligro de que nos hagan responsables de los problemas de este día, ya que no hay motivo para ello: y no podemos dar ninguna explicación de lo que paso hoy.";"bible";"unbalanced_quotes"
"Rapyegitinitkaluna, wane chinna, ""Gixa gimata wa nejigloklegogne Gasya wanekluyakawa, gi pixka gimwale nixanatgi.";"Y cuando hubieron venido, les dijo: Ustedes mismos han visto cómo era mi vida todo el tiempo desde el día en que llegué a Asia,";"bible";"unbalanced_quotes"
"Wa yijnakotinitkana, rumalwutluna Goyakalu. Wane chinruna, ""Petewa, wumole, gi pejnu waragkananukta Goteyone galixachinetka. Pejnuruneko muchkopiranawyegitlu Tokanchi Yokanatkaluru.";"Al oírlo, alabaron a Dios; y le dijeron: Ya ves, hermano, cuántos millares hay entre los judíos, que han creído; y todos tienen un gran respeto por la ley:";"bible";"unbalanced_quotes"
"Yoshmaakastsitkalu Pawlo solalonepji, wane chinru solalone gitsrukate, ""¿Gi ge munanshichkotni wa papirana nunkakyapyi?"" Wale wane china, ""¿Pumatluge Kriyko tokanu?";"Y cuando Pablo iba a ser llevado al edificio, le dijo al primer capitán: ¿Puedo decirte algo? Y él dijo: ¿Conoces el griego?";"bible";"unbalanced_quotes"
"Wane china, 'Wutsrukatenni Goyakalute muchikawako yokgitatkayi pumatyaplu Wale gishinikanru. Petyakoxaplu wa Poyagkakachri. Pyijnakotyakoxaplu tokanu ginamaya.";"Y él dijo: Has sido marcado por el Dios de nuestros padres para conocer su propósito, y para que veas al que es justo y para escuchar las palabras de Su boca.";"bible";"unbalanced_quotes"
"Ga wa xani ¿klu pyoxigikanatya? Palnanutka. Pkatkotka. Pmukochire gerkikalurpatkayi. Pkoschekgiwakatanutkalu.'";"Y ahora, ¿por qué estás esperando? levántate y toma el bautismo para lavar tus pecados invocando su nombre.";"bible";"unbalanced_quotes"
"Wane nchina, 'Gitsrukaachi, wanna gimata yoshmakjetikwaka nyoshmakjenatna Pixa galixachine. Nkochipjetna ginkaklewakapjikakaya.";"Y yo dije: Señor, ellos mismos saben que crucé las sinagogas poniendo en prisión y azotando a todos los que tenían fe en ti.";"bible";"unbalanced_quotes"
"Pupgujtatjerni Gishtuwni giylatkoklununa wane koxa ntunwanata gita. Nugleretlu. Numretamkatna wa ruylatjene.'";"Y cuando Esteban tu testigo fue muerto, yo estaba allí, dando mi aprobación, y buscando después de la ropa de aquellos que lo mataron.";"bible";"unbalanced_quotes"
"Tsrukakalune sasertotene ga wa tsrune yegi yana. Wane chinna, ""Wkamakpiratnamkawa gi ptsotsotajiko wnikloknijitutanu wma kamakatkanupluchi Pawlo.";"Y vinieron a los principales sacerdotes y a los príncipes, y dijeron: Hemos hecho un gran juramento de no tomar alimento hasta que hayamos matado a Pablo.";"bible";"unbalanced_quotes"
"Wane china, ""Wa Goteyone jemkaka ragjitanyina wa yechikawa pkoshpakyaplu Pawlo jemanshinikankakjetikowaka yegi. Wanepotuko raluka gimatlepgutgimatanruna pagixanupirana waleya.";"Y él dijo: Los judíos están de acuerdo para pedirle a Pablo que sea llevado, al día siguiente, al Sanedrín, para ser interrogado con mayor detalle.";"bible";"unbalanced_quotes"
"Gepi ksolaloterune tomga. Wane china, ""Galpokjixanna gepi pacha solalone gokaynona Susari yinripna, ga wa payokgipremole kawalyo kyapaklerune, ga wa gepi pacha kchokorejerune.";"Y mandó llamar a dos capitanes, y dijo: Prepara doscientos hombres, con setenta jinetes y doscientos lanceros, para ir a Cesárea a la hora tercera de la noche;";"bible";"unbalanced_quotes"
"Gitsrukaachi towutlu Pawlo yanumatinripa. Giyagni Pawlo gigita, ""Gi rixanu numata gixo walapu kgitakyagoklewakleryi nyi yinyegiya, kiglenshinikanurno nuykoyegitinwa.";"Entonces, cuando el gobernante le dio una señal para que respondiera, Pablo dijo: Como sé que ha sido juez de esta nación durante varios años, me alegra dar mi respuesta:";"bible";"unbalanced_quotes"
"Wane china Pawlo, ""Wa Susa gitakyagoklewjetyawaka ntunwatanu. Wane numkata giglepokletikolupa nutakyagokikolupa. Gikena mugletu nkamrutkamka Goteyone, wa pixa gimatpotutyawaka.";"Y Pablo dijo: Yo estoy delante de la autoridad del César, donde es justo que yo sea juzgado; no he hecho mal alguno a los judíos, como bien pueden ver.";"bible";"unbalanced_quotes"
"Gixgogne wane rawinitkana, Wisto ginkaklu pogirchi Pawlopirana. Wane china, ""Waneru satu jeji Wilisi giknokamtanru gostutkaluru.";"Y como estuvieron allí algunos días, Festo les contó la historia de Pablo, diciendo: Aquí hay un hombre que fue encarcelado por Félix:";"bible";"unbalanced_quotes"
"Wane china Wisto, ""Pogirchi Gakripa ga wa pejnurune jejine wixaymalune, getanru tye. Pejnuruneko gixolune Goteyone jigyegitluna gita yegi Gerosaleya ga wa gewi koxa. Wane china saplewjeretna ma muwekinitpatka.";"Y dijo Festo, rey Agripa, y todos los que están aquí presentes con nosotros, ven a este hombre, sobre el cual todos los judíos me han protestado, en Jerusalén y en este lugar, diciendo que no es correcto para él vivir por más tiempo.";"bible";"unbalanced_quotes"
"""Wane nchina, '¿Katyi Pixa, Gitsrukaachi?' ""Wane china Gitsrukaachi, 'Gitni Geso wa pixa kojwakanruno.";"Y yo dije: ¿Quién eres tú, Señor? Y el Señor dijo: Yo soy Jesús, a quien estás persiguiendo.";"bible";"unbalanced_quotes"
"Rumrekgakakikolupna panene, ruprotakinripna, mapshagwaka rushpakinripna. Pokamlawaka yigatinripna; Satanasyo girukotlewatyawaka rushpakinripna; Goyakalu yegi yigatinripna; kaspukmukochiretikolupna, ga wa waneya rixinripna kpashirine gixkakaluneyma, gi rixanu ralixnona Gita.'";"Para que abran sus ojos, los conviertas de la oscuridad a la luz, y del poder de Satanás a Dios, para que ellos puede tener el perdón de los pecados y una herencia entre los que se hacen santos por la fe en mí.";"bible";"unbalanced_quotes"
"Wane china Pawlo, ""Gi wa seproluno, kshinikanuru Wisto, seyni tokanchi galikakpotunanu kanshinikanuru nyanumatya.";"Entonces Pablo dijo: No estoy fuera de mi cabeza, Festo, el más noble, pero mis palabras son verdaderas y sabias.";"bible";"unbalanced_quotes"
"Gixgogne wogajirewatanatka. Giyagni Pawlo wanna ganikajite tunwata. Wane china, ""Jejine, galikaka gixa gimkata galixletkamkano. Gimka Kreta wutspeginnichi, ma munyegitkanimkawu tye gimtuklu ga wa gamgalu.";"Y cuando habían estado sin comida por mucho tiempo, Pablo se levantó entre ellos y dijo: Amigos, hubiera sido mejor que me hubiesen prestado atención y que no salieran de Creta para sufrir este daño y pérdida.";"bible";"unbalanced_quotes"
